lat,lon,parking_cluster_id,violation_count,dominant_vehicle_type_parking,peak_hour,avg_recidivism_tier,avg_violation_severity,dominant_offence_code,incident_cluster_id,incident_count,dominant_event_cause,road_closure_rate,avg_incident_duration,dominant_vehicle_type_incident,distance_to_incident_cluster_m,vehicle_weight,violation_severity,recidivism_factor,road_closure_flag,raw_crs,CRS
12.924250344342834,77.61908613935609,0,582,CAR,1,1.1890034364261168,3.2336769759450172,is_no_parking,79,33,pot_holes,0.0,97.18904314166667,bmtc_bus,72.09944769448443,2.0,3.2336769759450172,1.1890034364261168,0.0,7.689706073381278,36.09754121881453
13.008463821063549,77.69534045961224,6,3522,SCOOTER,0,1.1500567859170925,3.831913685406019,is_wrong_parking,70,9,vehicle_breakdown,0.1111111111111111,60.29215664166667,heavy_vehicle,43.2420356480738,1.0,3.831913685406019,1.1500567859170925,0.1111111111111111,4.847610170644744,14.359253686491694
13.045397747979797,77.5070953540404,12,198,PASSENGER AUTO,6,1.0555555555555556,2.282828282828283,is_wrong_parking,24,47,vehicle_breakdown,0.02127659574468085,176.69935674999994,bmtc_bus,73.59149012070786,1.5,2.282828282828283,1.0555555555555556,0.02127659574468085,3.9759259259259263,7.692018168208091
12.945139438487987,77.59543361808625,37,371,SCOOTER,4,1.196765498652291,2.7816711590296497,is_no_parking,99,10,vehicle_breakdown,0.1,105.17500741,bmtc_bus,88.29467144454692,1.0,2.7816711590296497,1.196765498652291,0.1,3.661908878895097,5.290201659541212
13.035546317074944,77.58905832856264,39,3159,SCOOTER,4,1.244539411206078,2.7834757834757835,is_no_parking,9,63,vehicle_breakdown,0.047619047619047616,450.85962597555556,lcv,103.01697869177839,1.0,2.7834757834757835,1.244539411206078,0.047619047619047616,4.503388906475326,11.726414728436264
12.91203469265046,77.6259264693353,42,319,CAR,2,1.09717868338558,2.5893416927899686,is_wrong_parking,12,51,vehicle_breakdown,0.058823529411764705,63.737746816666665,bmtc_bus,186.70324514893755,2.0,2.5893416927899686,1.09717868338558,0.058823529411764705,7.386523324259785,33.7785928086299
13.024808183464067,77.58527599218431,53,630,CAR,10,1.1301587301587301,2.534920634920635,is_wrong_parking,26,41,vehicle_breakdown,0.024390243902439025,36.6214477,lcv,103.63334693197163,2.0,2.534920634920635,1.1301587301587301,0.024390243902439025,6.302697908793147,25.488756954193175
12.90645799209883,77.63002259645192,66,900,SCOOTER,13,1.19,3.017777777777778,is_wrong_parking,72,23,vehicle_breakdown,0.0,1000.5410753166666,bmtc_bus,166.43362261599856,1.0,3.017777777777778,1.19,0.0,3.5911555555555554,4.749031994878792
12.952815528218345,77.54169836289972,68,1454,SCOOTER,1,1.092847317744154,3.5426409903713894,is_wrong_parking,22,59,vehicle_breakdown,0.0,71.58866731290321,bmtc_bus,78.42238046012379,1.0,3.5426409903713894,1.092847317744154,0.0,3.871565704057866,6.893800026547021
13.191230380079787,77.64621023670213,71,752,CAR,1,1.1097074468085106,4.917553191489362,is_no_parking,56,10,vehicle_breakdown,0.0,87.47897610555556,private_car,77.53333572260864,2.0,4.917553191489362,1.1097074468085106,0.0,10.914090793345405,60.75983431382207
13.029381762627768,77.53900410619573,81,1094,CAR,10,1.1407678244972577,3.4442413162705665,is_wrong_parking,25,54,vehicle_breakdown,0.037037037037037035,60.74433631494253,heavy_vehicle,45.725444355983704,2.0,3.4442413162705665,1.1407678244972577,0.037037037037037035,9.429791216173308,49.4068989812724
12.906069015810811,77.5733048531081,86,74,CAR,3,1.0608108108108107,3.2027027027027026,is_no_parking,41,12,vehicle_breakdown,0.16666666666666666,,heavy_vehicle,25.561065367562495,2.0,3.2027027027027026,1.0608108108108107,0.16666666666666666,8.153907962016069,39.64807380938413
13.047092351754387,77.50099816754387,101,114,SCOOTER,4,1.1798245614035088,2.517543859649123,is_wrong_parking,103,13,vehicle_breakdown,0.0,49.95444995,heavy_vehicle,43.41972118581236,1.0,2.517543859649123,1.1798245614035088,0.0,2.970260080024623,0.0
13.097254014287737,77.59933942941,111,667,SCOOTER,2,1.1049475262368815,2.47376311844078,is_wrong_parking,19,18,vehicle_breakdown,0.1111111111111111,302.5106423916667,heavy_vehicle,98.33191625962688,1.0,2.47376311844078,1.1049475262368815,0.1111111111111111,3.280054125860608,2.3695161158003066
13.034212962962961,77.53025489444445,116,18,CAR,2,1.1666666666666667,3.2777777777777777,is_wrong_parking,53,23,vehicle_breakdown,0.0,35.21673761904761,bmtc_bus,50.60655787023685,2.0,3.2777777777777777,1.1666666666666667,0.0,7.648148148148149,35.77967786765362
13.010882388679246,77.58360334716981,130,53,CAR,11,1.0849056603773586,3.4150943396226414,is_wrong_parking,28,22,vehicle_breakdown,0.0,77.53026459,heavy_vehicle,42.991186970881124,2.0,3.4150943396226414,1.0849056603773586,0.0,7.410110359558562,33.95900253895117
13.05000987060241,77.59312438819278,135,415,CAR,3,1.1506024096385543,2.9614457831325303,is_no_parking,67,19,vehicle_breakdown,0.05263157894736842,22.431564325,heavy_vehicle,9.268660538028119,2.0,2.9614457831325303,1.1506024096385543,0.05263157894736842,7.4963826389896955,34.61887176241302
12.98098093488367,77.58816741244921,138,168,CAR,7,1.1220238095238095,2.9523809523809526,is_no_parking,40,21,vehicle_breakdown,0.0,76.49049193333333,bmtc_bus,176.50797999970789,2.0,2.9523809523809526,1.1220238095238095,0.0,6.625283446712019,27.95611112415538
13.019414582051283,77.70860032307692,153,39,CAR,11,1.0512820512820513,2.6153846153846154,is_no_parking,30,31,vehicle_breakdown,0.3225806451612903,49.02171853596491,others,83.95075777820523,2.0,2.6153846153846154,1.0512820512820513,0.3225806451612903,10.99802761341223,61.401840351480615
12.986546818654972,77.6481162822467,160,16,PASSENGER AUTO,13,1.0625,5.8125,is_no_parking,47,29,vehicle_breakdown,0.034482758620689655,51.53852257222221,bmtc_bus,77.24639229466251,1.5,5.8125,1.0625,0.034482758620689655,10.1900390625,55.22179293448705
12.9870154997075,77.51940627623603,169,194,SCOOTER,8,1.1262886597938144,2.865979381443299,is_no_parking,76,18,vehicle_breakdown,0.0,78.94593624074074,bmtc_bus,22.493279639768197,1.0,2.865979381443299,1.1262886597938144,0.0,3.2279200765224787,1.9707593554653204
12.936099416498315,77.51806996296297,177,297,SCOOTER,11,1.0622895622895623,2.595959595959596,is_wrong_parking,4,16,vehicle_breakdown,0.0625,71.94976413888888,bmtc_bus,45.092309091039255,1.0,2.595959595959596,1.0622895622895623,0.0625,3.0334268612046396,0.4831426168484959
12.959340203219481,77.65584703166603,189,99,CAR,4,1.0656565656565657,4.808080808080808,is_no_parking,112,10,vehicle_breakdown,0.1,15.104335008333333,bmtc_bus,132.25789719006093,2.0,4.808080808080808,1.0656565656565657,0.1,11.272278338945007,63.499496916074136
13.041915671276596,77.5144782287234,203,94,SCOOTER,11,1.0797872340425532,3.797872340425532,is_no_parking,14,21,vehicle_breakdown,0.0,134.67390535555555,bmtc_bus,65.14841152594298,1.0,3.797872340425532,1.0797872340425532,0.0,4.100894069714803,8.647859749573298
12.93600175773196,77.60722173659794,206,194,CAR,2,1.1391752577319587,5.350515463917525,is_wrong_parking,95,10,vehicle_breakdown,0.0,,bmtc_bus,38.05445364637738,2.0,5.350515463917525,1.1391752577319587,0.0,12.190349665214155,70.52153246610736
13.014534307692307,77.57427111538462,213,13,CAR,7,1.0384615384615385,3.3846153846153846,is_no_parking,91,13,vehicle_breakdown,0.38461538461538464,228.92887189333334,private_bus,183.50595053012677,2.0,3.3846153846153846,1.0384615384615385,0.38461538461538464,10.544378698224852,57.93202409806908
12.960411833333334,77.50506352,218,15,SCOOTER,4,1.0333333333333334,3.533333333333333,is_no_parking,81,12,vehicle_breakdown,0.0,78.07898713809524,bmtc_bus,67.895619552192,1.0,3.533333333333333,1.0333333333333334,0.0,3.651111111111111,5.207612968368077
13.039912990566037,77.51856312754717,219,265,PASSENGER AUTO,2,1.1018867924528302,3.4339622641509435,is_no_parking,0,64,vehicle_breakdown,0.015625,107.18069683733333,lcv,24.51960920942893,1.5,3.4339622641509435,1.1018867924528302,0.015625,6.243332146671413,25.034687123074832
12.985666486121593,77.58862572446807,241,47,CAR,1,1.0851063829787233,2.425531914893617,is_wrong_parking,93,10,vehicle_breakdown,0.0,69.32987603333332,bmtc_bus,105.31202366881386,2.0,2.425531914893617,1.0851063829787233,0.0,5.263920325939339,17.543477642377965
12.968397903789024,77.7011901890675,247,140,CAR,9,1.1,4.885714285714286,is_no_parking,5,109,construction,0.01834862385321101,678.697322,heavy_vehicle,117.50424972802459,2.0,4.885714285714286,1.1,0.01834862385321101,12.898285714285716,75.93631012170881
12.989183669135802,77.50778678765433,259,81,CAR,11,1.0246913580246915,3.197530864197531,is_no_parking,13,28,vehicle_breakdown,0.03571428571428571,57.57834075444445,bmtc_bus,25.811370711746672,2.0,3.197530864197531,1.0246913580246915,0.03571428571428571,7.2082609358329535,32.41512050212192
13.041959554285715,77.61351782857143,283,35,CAR,12,1.0571428571428572,4.742857142857143,is_wrong_parking,107,13,construction,0.46153846153846156,740.1097861416666,private_car,128.42762678684704,2.0,4.742857142857143,1.0571428571428572,0.46153846153846156,16.044408163265306,100.0
13.048862128846155,77.49768972991453,295,78,SCOOTER,11,1.141025641025641,4.769230769230769,is_no_parking,21,22,vehicle_breakdown,0.13636363636363635,71.25115430000001,heavy_vehicle,103.64177269725472,1.0,4.769230769230769,1.141025641025641,0.13636363636363635,7.074358974358974,31.390946990995605
13.094980346666667,77.59738110666667,311,15,CAR,12,1.0,3.4,is_wrong_parking,55,23,vehicle_breakdown,0.043478260869565216,117.1449232648148,heavy_vehicle,16.462646546097677,2.0,3.4,1.0,0.043478260869565216,7.48,34.49356616785046
12.942268223188407,77.74728397826087,314,69,CAR,4,1.0507246376811594,4.840579710144928,is_wrong_parking,48,25,pot_holes,0.04,58.93884961470588,bmtc_bus,22.312803585413345,2.0,4.840579710144928,1.0507246376811594,0.04,11.189455996639364,62.86601516431235
12.96198468,77.59389363999999,328,25,LGV,3,1.16,2.92,is_wrong_parking,58,15,vehicle_breakdown,0.2,278.6517790333333,bmtc_bus,78.88673880031291,2.0,2.92,1.16,0.2,8.806719999999999,44.64122543829024
13.04358474117647,77.5535604882353,336,17,CAR,12,1.0,2.1176470588235294,is_wrong_parking,42,17,vehicle_breakdown,0.0,441.32153491944445,lcv,27.71739125124816,2.0,2.1176470588235294,1.0,0.0,4.235294117647059,9.675842965585199
12.927179780555555,77.62089580555556,343,36,CAR,5,1.0555555555555556,2.111111111111111,is_wrong_parking,74,39,pot_holes,0.0,122.55572898333335,bmtc_bus,48.59697840664674,2.0,2.111111111111111,1.0555555555555556,0.0,4.45679012345679,11.369995459495376
12.9356945,77.51276422999999,374,10,SCOOTER,10,1.05,3.8,is_wrong_parking,29,13,vehicle_breakdown,0.15384615384615385,17.727276633333332,bmtc_bus,39.36829565569127,1.0,3.8,1.05,0.15384615384615385,4.787999999999999,13.903314452323489
13.057325126666665,77.47277361,395,30,CAR,4,1.05,2.6333333333333333,is_wrong_parking,92,11,vehicle_breakdown,0.18181818181818182,,heavy_vehicle,64.49642983032993,2.0,2.6333333333333333,1.05,0.18181818181818182,6.636,28.038078631481678
13.045551607692307,77.5565821846154,411,13,PASSENGER AUTO,1,1.1153846153846154,2.769230769230769,is_no_parking,97,15,vehicle_breakdown,0.06666666666666667,652.7148979416668,bmtc_bus,189.12666178920884,1.5,2.769230769230769,1.1153846153846154,0.06666666666666667,5.096449704142012,16.262548126121356
13.060770322857143,77.46126350571429,412,35,CAR,5,1.0285714285714285,2.4857142857142858,is_wrong_parking,96,11,vehicle_breakdown,0.0,,heavy_vehicle,171.05909118058608,2.0,2.4857142857142858,1.0285714285714285,0.0,5.113469387755102,16.392726272374013
12.99112635120814,77.65704360232866,463,15,CAR,1,1.0666666666666667,5.333333333333333,is_wrong_parking,65,36,vehicle_breakdown,0.0,,bmtc_bus,21.5706583165018,2.0,5.333333333333333,1.0666666666666667,0.0,11.377777777777776,64.3064285659306
13.027565569999998,77.63248884,499,10,SCOOTER,11,1.0,3.6,is_wrong_parking,61,13,vehicle_breakdown,0.0,71.52271759166666,bmtc_bus,132.78944991281708,1.0,3.6,1.0,0.0,3.6,4.816680337150378
13.110024857142857,77.60402965714286,508,14,MAXI-CAB,4,1.0357142857142858,2.0714285714285716,is_wrong_parking,33,13,vehicle_breakdown,0.0,447.4078257375,taxi,98.47324716867203,1.5,2.0714285714285716,1.0357142857142858,0.0,3.21811224489796,1.895742371092237
